Location,House_Type,Contractor,Address,Bedrooms,Bathrooms,Toilets,Parking_Space,Price
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Ifa, Uyo, Akwa Ibom",3,3,4,6,17000000
Akwa_Ibom,Flat,Bluehedge Realtors,"Noah Udo Street, Uyo, Akwa Ibom",2,2,3,10,80000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Mbak Road, Uyo, Akwa Ibom",2,2,3,2,20000000
Akwa_Ibom,Semi Bungalow,Bluehedge Realtors,"Akpasak Estate, Uyo, Akwa Ibom",1,1,1,8,42000000
Akwa_Ibom,Detached duplex,Bluehedge Realtors,"Osongama Estate, Uyo, Akwa Ibom",5,5,6,8,120000000
Akwa_Ibom,Flat,Bluehedge Realtors,"Shelter Afrique Estate Extension, Uyo, Akwa Ibom",1,2,1,15,90000000
Akwa_Ibom,Flat,Bluehedge Realtors,"Akpasak Estate, Uyo, Akwa Ibom",1,3,10,,18000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Shelter Afrique Estate, Uyo, Akwa Ibom",3,3,4,30,75000000
Akwa_Ibom,Flat,,"Off Essien Road Ikot Ekpene, Ikot Ekpene, Akwa Ibom",1200,,,,34000000
Akwa_Ibom,Bungalow,Samura Shopping Mall,"Mbiabong, Shelter Afrique Extension, Uyo, Akwa Ibom",3,3,3,3,9000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Shelter Afrique Estate Extension/ Ikot Mbon, Uyo, Akwa Ibom",5,3,4,4,18000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Off Stadium Road, Uyo, Akwa Ibom",3,3,3,5,16000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Ekamba Nsukara, Off Nwaniba Road, Uyo, Akwa Ibom",3,3,4,11,16000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Akpasak Estate, Uyo, Akwa Ibom",5,4,5,10,26000000
Akwa_Ibom,Bungalow,Bluehedge Realtors,"Off Mbirebe, Uyo, Akwa Ibom",2,2,2,,12000000
Akwa_Ibom,Flat,Bluehedge Realtors,"Ring Road 3, Behind Hensek Construction Company, Uyo, Akwa Ibom",2,2,2,10,40000000
Akwa_Ibom,Detached duplex,Bluehedge Realtors,"Off Atiku Abubaka Road, Uyo, Akwa Ibom",4,4,5,10,70000000
Delta,Detached duplex,The Home Properties,"Along Okpanam Road, Asaba, Delta",5,,,,90000000
Delta,Detached duplex,Ep Construction And Consult,"Ugoton, Warri, Delta",5,,,,60000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Asaba, Delta",4,4,5,4,140000000
Delta,Detached duplex,Beni Beck Properties,"Doctors Street, Gra Phase 2, Asaba, Delta",6,6,7,4,270000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Core Area, Asaba, Delta",3,3,4,10,300000000
Delta,Semi duplex,Sinclaire Excel Nigeria,"Plantation City Estate, Warri, Delta",3,3,4,,64000000
Delta,Detached duplex,Ep Construction And Consult,"Otokutu, Warri, Delta",7,,,,135000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Gra, Asaba, Delta",5,5,6,5,320000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Chief F Oputa Street, Asaba, Delta",5,5,6,5,145000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Core Area, Asaba, Delta",5,5,6,5,130000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Off Dbs, Asaba, Delta",5,5,6,5,170000000
Delta,Bungalow,Aku Real Estate,"By Pass Road, Okpanam, Asaba, Delta",4,6,6,600,55000000
Delta,Bungalow,Aku Real Estate,"Ogbeozoma Quarters Okpanam, Asaba, Delta",3,6,,,25000000
Delta,Bungalow,Aku Real Estate,"Federal College, Ibuzor Road, Asaba, Delta",4,6,6,500,45000000
Delta,Detached duplex,Bliss Assurance Agency Limited,"Ughelli North, Delta",7,7,7,1,42000000
Delta,Detached duplex,Aku Real Estate,"Legislative Quarters, Asaba, Delta",5,7,7,600,65000000
Delta,Detached duplex,The Address Properties Ltd,"Okpanam Road, Asaba, Delta",5,5,6,2,100000000
Delta,Detached duplex,Beni Beck Properties,"Malaysia Estate, Asaba, Delta",5,5,6,6,190000000
Delta,Bungalow,Knight Angels Realties Ltd,"Okpanam, Asaba, Delta",3,3,4,5,45000000
Delta,Bungalow,Knight Angels Realties Ltd,"Ughelli, Ughelli North, Delta",3,3,4,5,45000000
Delta,Flat,Ayus Nigeria Enterprises,"Ogorode Road, Sapele, Delta",470,,,,8000000
Delta,Detached duplex,Ep Construction And Consult,"Osubi, Warri, Delta",4,,,,95000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Gra, Core Area, Asaba, Delta",5,5,6,5,250000000
Delta,Bungalow,Ep Construction And Consult,"Okpaka, Warri, Delta",4,625,,,40000000
Delta,Flat,Ep Construction And Consult,"Otokutu, Warri, Delta",456,,,,30000000
Delta,Bungalow,Knight Angels Realties Ltd,"Off Okpanam By-pass, Asaba, Delta",4,4,5,5,40000000
Delta,Flat,Ep Construction And Consult,"Ogbologboso, Warri, Delta",,,,,33000000
Delta,Detached duplex,Ep Construction And Consult,"Angle Park Kosini, Warri, Delta",5,1508,,,170000000
Delta,Semi duplex,Igc Real Estate Consultants,"Opp Winners Chapel Ibusa Road, Asaba, Delta",9,11,11,8,60000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Bonssac, Asaba, Delta",5,5,6,5,100000000
Delta,Bungalow,Knight Angels Realties Ltd,"New General Hospital, Asaba, Delta",4,4,5,5,50000000
Delta,Detached duplex,Frances Kays Homes & Apartments,"Off Mariam Babaginda, Asaba, Delta",5,5,6,6,160000000
Delta,Bungalow,Knight Angels Realties Ltd,"Ibusa Road, Ulo, Asaba, Delta",4,3,3,5,35000000
Delta,Flat,Ep Construction And Consult,"Okuokoko Warrior Environ, Warri, Delta",3,2,,,24000000
Delta,Flat,Knight Angels Realties Ltd,"Asaba, Delta",2,,,,120000000
Delta,Flat,Ep Construction And Consult,"Okuokoko, Warri, Delta",4,464,,,24000000
Delta,Detached duplex,Ep Construction And Consult,"Osubi Okuokoko, Warri, Delta",4,464,,,80000000
Delta,Flat,Onyioma Real Estate,"Asaba, Delta",16,,,,55000000
Delta,Flat,Ep Construction And Consult,"Ebrumede Dsc Round About, Warri, Delta",3,1,4,,25000000
Delta,Detached duplex,Beni Beck Properties,"Gra Phase 1, Asaba, Delta",7,7,8,6,350000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Gra Phase 1, Asaba, Delta",6,6,7,8,180000000
Delta,Semi duplex,Knight Angels Realties Ltd,"Airport Road, Asaba, Delta",4,4,5,4,260000000
Delta,Bungalow,Beni Beck Properties,"Airport View, Asaba, Delta",4,4,5,4,65000000
Delta,Bungalow,Aku Real Estate,"Azagba, Asaba, Delta",3,6,500,500,15000000
Delta,Bungalow,,"5 Victor Odogwu Str Off Infant Jesus Road, Asaba, Delta",4,4,5,2,35000000
Delta,Bungalow,Seyiloked International Ltd,"Opete, Warri, Delta",4,3,,,8500000
Delta,Bungalow,Ep Construction And Consult,"Ugbokodo, Warri, Delta",4,,,,35000000
Delta,Flat,Knight Angels Realties Ltd,"Off Okpanam Road, Asaba, Delta",,,,,75000000
Delta,Detached duplex,Ep Construction And Consult,"Plantation Estate, Warri, Delta",5,2,1200,,150000000
Delta,Detached duplex,Delux Estate Company,"Off Jakpa Road, Warri, Delta",7,7,8,9,80000000
Delta,Detached duplex,Realtorada Properties,"Nta Road, Asaba, Delta",4,4,5,,160000000
Delta,Flat,Knight Angels Realties Ltd,"Behind Nnpc, Asaba, Delta",3,3,4,,50000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Gra, Asaba, Delta",6,6,8,10,350000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Asaba, Delta",5,5,6,5,160000000
Delta,Detached duplex,Knight Angels Realties Ltd,"New General Hospital Axis, Asaba, Delta",5,5,6,5,75000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Off Okpanam Road, Asaba, Delta",5,5,6,5,95000000
Delta,Flat,Knight Angels Realties Ltd,"Opposite Government House, Asaba, Delta",2,2,3,2,50000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Marriam Babangida, Asaba, Delta",5,5,6,5,170000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Behind Nta, Asaba, Delta",5,5,6,6,160000000
Delta,Detached duplex,Knight Angels Realties Ltd,"Temple Clinic, Asaba, Delta",5,5,6,8,120000000
Edo,Detached duplex,Home Of Naija Realty,"Ugbor Road, Benin, Oredo, Edo",5,5,6,,55000000
Edo,Bungalow,The Home Properties,"Okhuoromi Gra Extension Off Airport Road, Benin, Oredo, Edo",4,,,,50000000
Edo,Flat,Eduu Brand Resource,"Before Erie Road Off Ring Road, Oredo, Edo",,,,,46000000
Edo,Bungalow,Orange Properties Limited,"Evbukhu Road, Sapele Road,, Benin, Oredo, Edo",7,7,7,1000,55000000
Edo,Flat,Eduu Brand Resource,"Ugbor Central Gra, Benin City, Oredo, Edo",15,15,15,,103000000
Edo,Flat,Sotheby's Realty Limited,"Benin Agbor Road, Nipco Filling Station, Uhunmwonde, Edo",6,6,7,5,12500000
Edo,Flat,The Home Properties,"Off Etete Road, Gra, Benin, Oredo, Edo",,,,,90000000
Edo,Detached duplex,Home Of Naija Realty,"Ogba Top Hill Off Airport Road Benin City Edo State, Etsako Central, Edo",9,9,10,,55000000
Edo,Bungalow,The Home Properties,"Off Lucky Way, Ikpoba Okha, Edo",5,,,,18000000
Edo,Flat,Eduu Brand Resource,"Along Virginia Street, 2nd East Circular Road, Oredo, Edo",,,,,14000000
Edo,Bungalow,Derealtor Hub,"Iyowa Street After Uniben, Esan North-East, Edo",4,500,,,4000000
Edo,Detached duplex,Loyalty Homes Limited,"Ogunwonyi Gra, Esan Central, Edo",6,6,6,,50000000
Edo,Flat,,"Osarumwense Street, Off Oguola Road, Oliha Quarters, Benin, Oredo, Edo",2,2,2,2,19000000
Edo,Flat,,"23 Dr. Pe Nahen Street, G.r.a. 1st Ugbor Oka 300102, Benin, Oredo, Edo",3,3,4,9,40000000
Edo,Flat,Eduu Brand Resource,"1st East Circular Road Virginia, Oredo, Edo",,,,,22000000
Edo,Flat,Eduu Brand Resource,"First East Circular Road, Oredo, Edo",,,,,23000000
Edo,Bungalow,Loyalty Homes Limited,"Off Sapele Road, Benin, Oredo, Edo",3,3,3,,27000000
Edo,Bungalow,Withosa Limited,"Upper Mission Road Extension, Benin, Oredo, Edo",6,450,450,,12000000
Edo,Flat,Eduu Brand Resource,"First Ugbor Gra, Benin, Oredo, Edo",8,8,8,,88000000
Edo,Detached duplex,Exodus Properties,"Etete Gra,, Benin, Oredo, Edo",6,6,6,929,200000000
Edo,Bungalow,Orange Properties Limited,"Ogumwenyi Road, Off Ugbor Village Road, Benin, Oredo, Edo",4,4,4,1000,80000000
Edo,Bungalow,Eduu Brand Resource,"Idunomwina Off Upper Mission Extension, Ikpoba Okha, Edo",3,4,4,,30000000
Edo,Detached duplex,Ep Construction And Consult,"Ogunwonyi Gra, Benin, Oredo, Edo",5,,,,50000000
Edo,Bungalow,Mandels Properties,"Uholor Upper Ekenwan Road By Oghede Primary School, Benin, Oredo, Edo",3,3,3,,23000000
Edo,Flat,Moore & Irving Properties & Chamber,"Obe Community, Off Sapele Road, Benin, Oredo, Edo",6,6,6,,25000000
Edo,Semi Bungalow,Universal Prosperity Titles And Services Ltd,"Off Ugbor Road, G.r.a, Benin City, Oredo, Edo",3,,,,30000000
Edo,Detached duplex,Orange Properties Limited,"Country Home Road, Gra, Benin, Oredo, Edo",6,6,6,500,65000000
Edo,Bungalow,Orange Properties Limited,"Amani Quarters, Okabere Road, Off Sapele Road, Benin, Oredo, Edo",7,7,7,16,35000000
Edo,1Semi duplex,Orange Properties Limited,"Etete Road, Gra,, Benin, Oredo, Edo",18,16,16,900,85000000
Edo,Bungalow,Withosa Limited,"Lucky Way, Ikpoba Hill, Benin, Oredo, Edo",5,4,4,4,12000000
Edo,Flat,Orange Properties Limited,"Etete Gra, Off Sapele Road, Benin City, Oredo, Edo",12,8,8,650,75000000
Edo,Flat,Peacebensonrodcompany,"Okhuoromi, Off Ohen Road, Okhuoromi, Benin, Oredo, Edo",4,4,5,7,18000000
Edo,Flat,Tsheku Enterprises,"Street, Benin, Oredo, Edo",2,3,2,60,20000000
Edo,Bungalow,Withosa Limited,"Behind Racai Off Sapele Road, Benin, Oredo, Edo",5,450,450,,24900000
Edo,Bungalow,Withosa Limited,"College Road Aduwawa., Benin, Oredo, Edo",3,4,450,450,7000000
Edo,Flat,Eduu Brand Resource,"Textile Mills Road, Benin, Oredo, Edo",12,10,10,,26000000
Edo,Detached duplex,Eduu Brand Resource,"Off Limits Road, Govt Court Gra, Benin, Oredo, Edo",4,4,4,16,135000000
Edo,Flat,Eduu Brand Resource,"Pz Sapele Road, Benin, Oredo, Edo",10,10,10,8,75000000
Edo,Flat,Eduu Brand Resource,"Country Home, Benin, Oredo, Edo",6,7,7,,28000000
Edo,Flat,Eduu Brand Resource,"Covenant Road, Upper Mission Extension, Benin, Oredo, Edo",6,6,6,,4700000
Edo,Flat,Eduu Brand Resource,"Ugbor, Benin, Oredo, Edo",16,12,12,2,87000000
Edo,Flat,Eduu Brand Resource,"Off Evbukhun Road, Sapele Road., Benin, Oredo, Edo",10,8,8,10,45000000
Edo,Flat,Eduu Brand Resource,"Guobadia, Off Country Home Road, Gra, Benin, Oredo, Edo",12,12,12,,70000000
Edo,Flat,Eduu Brand Resource,"Okha Old Road Off Sapele Road, Benin, Oredo, Edo",14,18,18,,45000000
Edo,Flat,,"8, Omorogbe Road, Former 2+2 Road, Eyean, Uhunmwonde, Edo",7,,,,28000000
Edo,Bungalow,Ekemogie Global Ventures,"Patrick Ehimen Street, Benin, Oredo, Edo",4,3,3,1,35000000
Edo,Terraced duplex,Orange Properties Limited,"Ogunmwenyi Road, Off Airport Road,, Benin, Oredo, Edo",5,5,6,600,105000000
Edo,Detached duplex,Ep Construction And Consult,"Off Okabare Sapele Road, Benin, Oredo, Edo",5,3,,,90000000
Edo,Flat,Eduu Brand Resource,"Ebuodia, Airport Road Gra, Benin, Oredo, Edo",6,6,6,,26000000
Edo,Flat,Eduu Brand Resource,"Behind Winners Chapel, Sapele Road, Benin, Oredo, Edo",6,4,4,,11000000
Edo,Bungalow,Nest Logistics,"Country Home Road, Ugbor Gra., Benin, Oredo, Edo",5,4,5,5,45000000
Edo,Bungalow,,"Off Uhie Road , New Layout Uhie Community Benin/sapele Road Benin City, Ikpoba Okha, Edo",3,3,4,900,6500000
Edo,Flat,Orange Properties Limited,"Country Home Road, Sapele Road,, Benin, Oredo, Edo",3,12,12,900,60000000
Edo,Terraced duplex,Orange Properties Limited,"Fanalou Street, Off Ugbor Village Road, Gra, Benin City., Benin, Oredo, Edo",5,4,4,1000,55000000
Edo,Bungalow,Orange Properties Limited,"Amagba Community, Off Ugbor Central, Benin City, Benin, Oredo, Edo",3,3,3,9,45000000
Edo,Flat,Orange Properties Limited,"Ebo Quarters, Off Airport Road, Gra,, Benin, Oredo, Edo",16,16,16,1000,115000000
Edo,Flat,Orange Properties Limited,"Airport Road, Gra,, Benin, Oredo, Edo",12,12,12,600,70000000
Edo,Flat,Eduu Brand Resource,"First Ugbor Road, Gra, Benin, Oredo, Edo",12,12,12,8,250000000
Edo,Bungalow,Eduu Brand Resource,"Etete Road, Off Sapele Road Benin City, Benin, Oredo, Edo",8,4,4,20,73000000
Edo,Bungalow,Eduu Brand Resource,"Upper Guobadia, Off Country Home Road Gra, Benin, Oredo, Edo",4,4,4,8,26500000
Enugu,Semi duplex,Titanium Estate,"Malaysian Road, Naze, Owerri North, Imo",4,4,4,5,55000000
Enugu,Bungalow,Asorealty Global,"Along Umuakanne Ohaji Lga, Ohaji/Egbema, Imo",4,4,4,,25000000
Enugu,Detached duplex,Grade A Systems Nig,"Achike Udenwa Estate, Area H, Owerri Municipal, Imo",5,5,6,8,320000000
Enugu,Flat,Don m Realtors,"Tansi Area Off Spibat Road, Owerri Municipal, Imo",2,2,2,7,180000000
Enugu,Detached duplex,Don m Realtors,"Civic Center Estate, New Owerri, Owerri Municipal, Imo",12,12,,,500000000
Enugu,Detached duplex,Don m Realtors,"Mcc, New Road, Owerri North, Imo",5,5,6,4,90000000
Enugu,Flat,Don m Realtors,"Avu, Owerri West, Imo",2,2,,,70000000
Enugu,Flat,Don m Realtors,"Ikenegbu, Owerri Municipal, Imo",3,3,3,,130000000
Enugu,Flat,Don m Realtors,"Off Ogboosisi, Umuguma, Owerri Municipal, Imo",2,2,2,,30000000
Enugu,Bungalow,Don m Realtors,"Redemption Estate Off Ph Road, Obinze, Owerri Municipal, Imo",4,4,4,5,50000000
Enugu,Flat,Oscarjeff Investment,"Umudagu Near Hardel Junction, Owerri North, Imo",24,24,24,10,100000000
Enugu,Detached duplex,Oscarjeff Investment,"Off Orlu Road, Owerri Municipal, Imo",6,7,7,5,250000000
Enugu,Semi Bungalow,Danicrealtor Nig Ltd,"Off Naze Junction, Owerri North, Imo",4,4,3,6,38000000
Enugu,Detached duplex,Don m Realtors,"Umunebo Layout Of Ph Rd, New Owerri, Owerri Municipal, Imo",4,4,4,2,25000000
Enugu,Detached duplex,Don m Realtors,"Udenwa Estate, New Owerri, Owerri Municipal, Imo",5,5,6,4,500000000
Enugu,Detached duplex,Don m Realtors,"Spibat, Amakioha, Owerri Municipal, Imo",5,5,5,6,90000000
Enugu,Flat,Don m Realtors,"Ibari Ogwa, New Owerri, Owerri Municipal, Imo",2,2,2,2,85000000
Enugu,Detached duplex,Don m Realtors,"Area U, New Owerri, Owerri Municipal, Imo",5,5,5,5,200000000
Enugu,Detached duplex,Don m Realtors,"Ezeakiri Layout, Naze, Owerri North, Imo",4,4,4,4,50000000
Enugu,Detached duplex,Don m Realtors,"Umuguma, Owerri West, Imo",6,6,6,10,200000000
Enugu,Flat,Don m Realtors,"Irete, Owerri West, Imo",2,2,2,,40000000
Enugu,Semi duplex,Titanium Estate,"Malaysian Road, Naze, Owerri North, Imo",4,4,4,5,55000000
Enugu,Flat,Loyalty Homes Limited,"Owerri North, Imo",,,,,500000000
Enugu,Flat,Oscarjeff Investment,"Federal Polytechnic Nekede, Owerri West, Imo",36,36,36,,85000000
Enugu,Semi duplex,Titanium Estate,"Malaysian Road, Naze, Owerri North, Imo",4,4,4,5,55000000
Enugu,1Flat,360 DEGREE PROPERTIES LTD,"Ihiagwa, Owerri West, Imo",154,157,160,200,970000000
Enugu,Flat,Don m Realtors,"Umuduagu, Mbieri, Owerri Municipal, Imo",3,2,2,8,40000000
Enugu,Bungalow,Don m Realtors,"Umueje, Obinze, Owerri Municipal, Imo",4,4,5,4,35000000
Enugu,Detached duplex,Don m Realtors,"Works Layout, Owerri Municipal, Imo",7,7,8,10,270000000
Enugu,Semi duplex,,"Onitsha Owerri Road, Owerri Municipal, Imo",3,3,3,2,55000000
Enugu,Flat,Don m Realtors,"New Owerri, Owerri Municipal, Imo",4,4,5,5,160000000
Enugu,Detached duplex,Don m Realtors,"Heartland Estate, Owerri West, Imo",5,5,1000,,100000000
Enugu,Flat,Don m Realtors,"Akwakuma, Off Amakohia Flyover, Amakioha, Owerri Municipal, Imo",3,3,7,,60000000
Enugu,Terraced duplex,Dazdeep Analytics,"Off Hosiptal Road / Emmanuel Emenike Estate, Owerri West, Imo",4,4,5,1880,500000000
Enugu,Flat,Don m Realtors,"Along Mcc Road By Toronto, Owerri Municipal, Imo",2,2,2,6,65000000
Enugu,Flat,Don m Realtors,"Off Okigwe Rd Close To Imsu Junction, Owerri Municipal, Imo",3,3,3,,80000000
Enugu,Detached duplex,Ellous Realtors And Consults,"Umuguma, Owerri Municipal, Imo",9,9,9,10,200000000
Enugu,Detached duplex,Xplore Realty,"New Owerri, Owerri Municipal, Imo",4,,,,160000000
Enugu,Flat,Knight Angels Realties Ltd,"New Owerri, Owerri Municipal, Imo",10,10,12,10,150000000
Enugu,Detached duplex,The Mls Properties Ltd,"After Magnesium Hotel, New Owerri, Owerri Municipal, Imo",5,,,,140000000
Enugu,Detached duplex,The Mls Properties Ltd,"Owerri, New Owerri, Owerri Municipal, Imo",5,,,,150000000
Enugu,Flat,The Mls Properties Ltd,"Beside Street Paul Catholic Church, Nekede, Owerri Municipal, Imo",19,,,,150000000
Enugu,Semi duplex,Titanium Estate,"Malaysian Road, Naze, Owerri North, Imo",4,4,4,5,55000000
Enugu,Flat,Zena Properties Limited,"Ikenegbu Extension, Owerri Municipal, Imo",3,2,2,9,260000000
Enugu,Detached duplex,Don m Realtors,"Irete, Owerri West, Imo",5,5,5,6,65000000
Enugu,Flat,Don m Realtors,"Spibat, Off Rochas House, Mbieri, Owerri Municipal, Imo",2,2,2,10,150000000
Enugu,Flat,Don m Realtors,"Umuguma, Owerri Municipal, Imo",2,2,2,,75000000
Enugu,Detached duplex,Alnorac,"Mcc Road, Owerri, Owerri Municipal, Imo",5,5,6,,115000000
Enugu,Detached duplex,Don m Realtors,"Off Mcc/urrata Road, Owerri North, Imo",7,7,7,6,100000000
Enugu,Bungalow,Don m Realtors,"Off Aba Rod, Naze, Owerri North, Imo",4,4,4,3,40000000
Enugu,Bungalow,Quick Transaction Ventures,"Umuguma, Owerri West, Imo",3,3,4,600,45000000
Enugu,1Terraced duplex,Prenella Properties Consult,"New Owerri, Owerri Municipal, Imo",16,20,20,30,195000000
Enugu,Flat,Don m Realtors,"By Human Race Junction, Naze, Owerri North, Imo",2,2,2,10,40000000
Enugu,Detached duplex,Don m Realtors,"No 6 Naze/aba Road By Malayasian Estate, Naze, Owerri North, Imo",4,4,4,,55000000
Enugu,Detached duplex,Don m Realtors,"Spibat Close To Rochas Rounabout, Owerri Municipal, Imo",4,4,4,,55000000
Enugu,Detached duplex,Oscarjeff Investment,"Off Mcc Road, Owerri Municipal, Imo",5,6,6,,90000000
Enugu,Flat,Don m Realtors,"Human Race, Naze, Owerri North, Imo",3,3,3,4,40000000
Enugu,Flat,Don m Realtors,"Eziobodo, Owerri West, Imo",43,43,43,,80000000
Enugu,Flat,Don m Realtors,"Spibat, Owerri North, Imo",2,2,2,,65000000
Enugu,Detached duplex,Don m Realtors,"Ngerem Street, Irete, Owerri West, Imo",5,5,5,4,65000000
Enugu,Flat,Don m Realtors,"Egbu, Owerri North, Imo",2,2,,,90000000
Enugu,Flat,,"Off No.5 Naze, Owerri-aba Express Road, Owerri North, Imo",6,6,6,5,75000000
Enugu,Detached duplex,Don m Realtors,"Off Egbu Rd By Road Safety Junction, Owerri North, Imo",6,6,6,8,60000000
Enugu,Semi duplex,Titanium Estate,"Malaysian Road, Naze, Owerri North, Imo",4,4,4,5,55000000
Enugu,Flat,Don m Realtors,"New Owerri, Owerri Municipal, Imo",3,3,3,6,90000000
Enugu,Flat,Don m Realtors,"Akwakuma, Animal Kingdom, Owerri North, Imo",2,2,2,,60000000
Enugu,Detached duplex,Don m Realtors,"Area Ta, New Owerri, Owerri Municipal, Imo",5,4,7,4,130000000
Enugu,Semi duplex,The Mls Properties Ltd,"New Owerri, Owerri Municipal, Imo",10,10,10,,250000000
Enugu,Bungalow,The Mls Properties Ltd,"Behind 3 Decking, Umuguma, Owerri Municipal, Imo",3,4,,,50000000
Enugu,Detached duplex,Knight Angels Realties Ltd,"Aladinma/ Prefab, Owerri Municipal, Imo",5,5,6,6,160000000
Enugu,Detached duplex,Knight Angels Realties Ltd,"New Owerri, Owerri Municipal, Imo",5,5,6,5,120000000
Enugu,Detached duplex,Knight Angels Realties Ltd,"New Owerri, Owerri Municipal, Imo",9,9,10,10,300000000
Enugu,Flat,The Mls Properties Ltd,"Umudo Mbier Rochas Round About, Mbieri, Owerri Municipal, Imo",,,,,150000000
Enugu,Bungalow,Paradise Estate,"Umuguma, Owerri Municipal, Imo",3,4,4,2,40000000
Enugu,Flat,Eternal Estates Limited,"Opposite Irete Market, Onitsha Road, Irete, Owerri West, Imo",2,8,8,5,35000000
Enugu,Flat,Aaron Brown Property,"Don K Area, Uratta, Owerri North, Imo",3,2,2,1000,70000000
Enugu,Flat,Don m Realtors,"Off Aba Road, Naze, Owerri North, Imo",2,2,2,,55000000
Enugu,Detached duplex,Don m Realtors,"Around Anglican Church Naze Close To Junction, Naze, Owerri North, Imo",5,5,5,,55000000
Enugu,Detached duplex,Don m Realtors,"Area H Extension, New Owerri, Owerri Municipal, Imo",6,6,6,8,250000000
Enugu,Detached duplex,Don m Realtors,"Military Zone Off Onitsha Road, Irete, Owerri West, Imo",5,5,,,60000000
Enugu,Flat,Don m Realtors,"Umuoba Estate Off Mcc/uratta Road, Owerri Municipal, Imo",3,3,3,,80000000
Enugu,Flat,Don m Realtors,"Aladinma Northern Extension Owerri, Aladinma, Owerri Municipal, Imo",3,3,3,12,95000000
Enugu,Flat,Oscarjeff Investment,"Off Mcc Road, Owerri Municipal, Imo",,,,,300000000
Enugu,Bungalow,Oscarjeff Investment,"Off Mcc Rd, Owerri Municipal, Imo",6,6,6,6,45000000
Enugu,Semi duplex,Titanium Estate,"Malaysian Road, Naze, Owerri North, Imo",4,4,4,5,55000000
Enugu,Bungalow,Don m Realtors,"Close To Municipal, Umuguma, Owerri Municipal, Imo",4,4,4,4,22000000
Enugu,Flat,Don m Realtors,"Umuguma, Owerri Municipal, Imo",3,3,3,,80000000
Enugu,Bungalow,Don m Realtors,"By Lord's Chosen, Umuguma, Owerri Municipal, Imo",4,4,5,,35000000
Enugu,Flat,Don m Realtors,"Umuguma, Owerri Municipal, Imo",2,2,2,8,90000000
Enugu,Semi duplex,Don m Realtors,"Works Layout, Owerri Municipal, Imo",6,6,6,6,70000000
Enugu,Flat,Don m Realtors,"Nkwerre, Works Layout, Owerri Municipal, Imo",,,,,170000000
Enugu,Flat,Don m Realtors,"Ogbo Osisi, Mbieri, Owerri Municipal, Imo",2,,,,75000000
Enugu,Flat,Don m Realtors,"Irete Akara Bus Stop, Owerri West, Imo",3,2,3,3,75000000
Enugu,Semi duplex,Don m Realtors,"Area B, New Owerri, Owerri Municipal, Imo",5,5,5,5,150000000
Enugu,Flat,Don m Realtors,"Owerri Municipal, Imo",3,,,,140000000
Enugu,Bungalow,Don m Realtors,"New Owerri, Owerri Municipal, Imo",4,4,5,6,100000000
Enugu,Bungalow,Oscarjeff Investment,"Imo Housing Estate, Owerri Municipal, Imo",3,4,4,3,30000000
Enugu,Flat,Oscarjeff Investment,"Ihiagwa Near, Futo, Owerri West, Imo",60,60,60,10,60000000
Enugu,Flat,Don m Realtors,"Okwu Urrata, Owerri North, Imo",3,3,3,10,55000000
