House Title,House Subtitle,Contractor,Address,Phone Number,Amount,Bedrooms,Bathrooms,Toilets,Parking Space,Link
Beautifully Built 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Alnorac,"Rukpokwu, Eneka Road, Port Harcourt, Rivers",+2348136454243,"₦55,000,000",5,5,6,,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1671598-beautifully-built-5-bedroom-detached-duplex
Sharp Standard Newly Built 4 Bedroom Bungalow With Spacious Compound,4 bedroom detached bungalow for sale,Alnorac,"Eneka Road, Port Harcourt, Rivers",+2348136454243,"₦38,000,000",4,4,5,,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1671593-sharp-standard-newly-built-4-bedroom-bungalow-with-spacious-compound
Standard 3 Bedroom Bungalow With A Self Contain And A Store,3 bedroom detached bungalow for sale,Alnorac,"Eneka, Port Harcourt, Rivers",+2348136454243,"₦35,000,000",3,3,4,,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1671588-standard-3-bedroom-bungalow-with-a-self-contain-and-a-store
Magnificient And Durably Built Nine Units 2 Bedroom Block Of Flats,2 bedroom block of flats for sale,Bluehedge Realtors,"Eliozu Road, Port Harcourt, Rivers",+2348177766119,"₦235,000,000",2,2,3,20,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/1495842-magnificient-and-durably-built-nine-units-2-bedroom-block-of-flats
6 Units Of Standard & Spacious 2 Bedroom Flats On 3 Plots,2 bedroom block of flats for sale,Scalozie Global Services,"Off Trans Amadi/slaughter Road Oginigba, Trans Amadi, Port Harcourt, Rivers",08030894616,"₦65,000,000",2,3,3,,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/trans-amadi/1285299-6-units-of-standard-spacious-2-bedroom-flats-on-3-plots
6 Bedroom Detached Duplex,6 bedroom detached duplex for sale,Mentom Global Services Limited,"Shell Cooperative Off Eliozu Rd Port Harcourt, Port Harcourt, Rivers",07034438300,"₦170,000,000",6,6,7,4,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1315223-6-bedroom-detached-duplex
4 Bedrooms Terrace Duplex,4 bedroom terraced duplex for sale,Gui Integrated Concept Ltd,"Vintage Garden, Nigeria Force Foundation Harmony Estate, Port Harcourt, Rivers",09077188739,"₦75,000,000",4,4,5,,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/1634079-4-bedrooms-terrace-duplex
Magnificient And Tastefully Finished 6 Bedroom Detached Duplex,6 bedroom detached duplex for sale,Bluehedge Realtors,"Naf Harmony Estate /eliozu, Port Harcourt, Rivers",+2348177766119,"₦250,000,000",6,6,7,4,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1388946-magnificient-and-tastefully-finished-6-bedroom-detached-duplex
Brand New 4 Bedrooms Terrace Duplex,4 bedroom terraced duplex for sale,Gui Integrated Concept Limited,"Vintage Garden, Nigeria Force Foundation Harmony Estate, Port Harcourt, Rivers",08032222501,"₦75,000,000",4,4,5,,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/1634075-brand-new-4-bedrooms-terrace-duplex
Tastefully Finished 4 Bedrooms Detached Bungalow,4 bedroom detached bungalow for sale,Bluehedge Realtors,"Igwuruta, Off Airport Road, Port Harcourt, Rivers",+2348177766119,"₦28,000,000",4,4,4,4,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1648429-tastefully-finished-4-bedrooms-detached-bungalow
Well Located Five (5) Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"New Road Off Ada George, Port Harcourt, Rivers",+2348177766119,"₦60,000,000",5,5,5,5,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1647816-well-located-five-5-bedroom-detached-duplex
Brand New And Tastefully Finished Four (4) Bedroom Duplex,4 bedroom detached duplex for sale,Bluehedge Realtors,"Sars Road, Rumuadaolu, Port Harcourt, Rivers",+2348177766119,"₦40,000,000",4,4,4,4,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rumuadaolu/1636700-brand-new-and-tastefully-finished-four-4-bedroom-duplex
A Beautifully Designed And Solidly Built 5 Bedroom Detached House,5 bedroom detached duplex for sale,Obum Okoli & Partners,"Off Nta / Off Ada George Road, Port Harcourt, Rivers",08061675102,"₦37,000,000",5,5,6,5,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1420944-a-beautifully-designed-and-solidly-built-5-bedroom-detached-house
Magnificient And Tastefully Finished 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",+2348177766119,"₦90,000,000",5,5,6,,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/1509950-magnificient-and-tastefully-finished-5-bedroom-detached-duplex
Exquisitely Finished And Spacious 4 Bedroom Detached Bungalow With B.,4 bedroom detached bungalow for sale,Bluehedge Realtors,"Gbalajam Woji, Off Peter Odili Road, Port Harcourt, Rivers",+2348177766119,"₦48,000,000",4,4,5,8,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1515593-exquisitely-finished-and-spacious-4-bedroom-detached-bungalow-with-b
Exquisite & Ready To Move In 3 Bedrooms Bungalow With 2 Bqs,3 bedroom detached bungalow for sale,Oak Properties,"Obiri Ikwerre Flyover, Ozuoba, Port Harcourt, Rivers",08063105936,"₦40,000,000",3,3,4,3,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/ozuoba/1507904-exquisite-ready-to-move-in-3-bedrooms-bungalow-with-2-bqs
Newly Built Executive 4 Bedrooms Duplex With Bq In An Exclusive Estate,4 bedroom detached duplex for sale,Oak Properties,"Golf Reserve Estate, Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",08063105936,"₦85,000,000",4,4,5,4,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/1522968-newly-built-executive-4-bedrooms-duplex-with-bq-in-an-exclusive-estate
Beautiful And Newly Built 4 Bedrooms Bungalow,4 bedroom detached bungalow for sale,Alnorac,"Off Sars Road, Rumuoghalu, Port Harcourt, Rivers",+2348136454243,"₦35,000,000",4,4,5,,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1618939-beautiful-and-newly-built-4-bedrooms-bungalow
Exotic 5 Bedroom Detached Duplex In A Serene And Secured Environment,5 bedroom detached duplex for sale,Alnorac,"Rukpokwu, Off Sars Road, Rukpokwu, Port Harcourt, Rivers",+2348136454243,"₦45,000,000",5,5,6,,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rukpokwu/1618912-exotic-5-bedroom-detached-duplex-in-a-serene-and-secured-environment
Tastefully Built 4 Bedroom Duplex,4 bedroom detached duplex for sale,Bluehedge Realtors,"Amaechi School Road, Rumuosi, Port Harcourt, Rivers",+2348177766119,"₦35,000,000",4,4,5,,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rumuosi/1535779-tastefully-built-4-bedroom-duplex
Well Located And Durably Built 2 Bedroom Block Of Flat,2 bedroom block of flats for sale,Bluehedge Realtors,"Odani Green City Estate, Elelenwon, Port Harcourt, Rivers",+2348177766119,"₦25,000,000",2,2,3,6,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/1505303-well-located-and-durably-built-2-bedroom-block-of-flat
Well Located And Neatly Maintained Four Units Of Duplexes,5 bedroom detached duplex for sale,Bluehedge Realtors,"East West Road, Port Harcourt, Rivers",+2348177766119,"₦200,000,000",5,6,,,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1505374-well-located-and-neatly-maintained-four-units-of-duplexes
Luxury 4 Bedroom Semi-detached Duplex,4 bedroom semi-detached duplex for sale,Bluehedge Realtors,"Nta Road, Port Harcourt, Rivers",+2348177766119,"₦80,000,000",4,4,5,,https:/for-sale/houses/semi-detached-duplexes/rivers/port-harcourt/1564649-luxury-4-bedroom-semi-detached-duplex
Well Located And Luxuriously Furnished Five (5) Bedroom Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",+2348177766119,"₦100,000,000",5,5,6,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/trans-amadi/1573690-well-located-and-luxuriously-furnished-five-5-bedroom-duplex
Luxurious And Tastefully Finished 3 Bedroom Bungalow,3 bedroom detached bungalow for sale,Bluehedge Realtors,"Tmc Estate, Abuloma, Off Peter Odili Road, Port Harcourt, Rivers",+2348177766119,"₦60,000,000",3,3,4,4,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1536205-luxurious-and-tastefully-finished-3-bedroom-bungalow
4 Units Of 4 Bedroom Duplexes With Boys Quarters,4 bedroom semi-detached duplex for sale,Amon Heights Limited,"Peter Odili Road, Port Harcourt, Rivers",08129318857,"₦280,000,000",4,4,5,12,https:/for-sale/houses/semi-detached-duplexes/rivers/port-harcourt/1573282-4-units-of-4-bedroom-duplexes-with-boys-quarters
Magnificient And Spacious Five (5) Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Sars Road, Rukpokwu, Port Harcourt, Rivers",+2348177766119,"₦50,000,000",5,5,6,4,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rukpokwu/1606674-magnificient-and-spacious-five-5-bedroom-detached-duplex
Magnificient And Spacious 3 Units Of 2 Bedroom Duplex,2 bedroom terraced duplex for sale,Bluehedge Realtors,"Odani Green City Estate Elelenwon, Port Harcourt, Rivers",+2348177766119,"₦55,000,000",2,2,3,8,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/1507435-magnificient-and-spacious-3-units-of-2-bedroom-duplex
Tastefully Finished Four (4) Bedroom Detached Duplex,4 bedroom detached duplex for sale,Bluehedge Realtors,"Egbelu, Port Harcourt, Rivers",+2348177766119,"₦45,000,000",4,4,5,465,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1558204-tastefully-finished-four-4-bedroom-detached-duplex
Well Located And Tastefully Finished 3 Bedroom Detached Bungalow,3 bedroom detached bungalow for sale,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",+2348177766119,"₦35,000,000",3,3,4,6,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1594577-well-located-and-tastefully-finished-3-bedroom-detached-bungalow
80% Completed 5bedroom Detached Duplex In A Well Secured Estate,5 bedroom detached duplex for sale,Alnorac,"Ivory Heights Garden Estate, Eneka, Port Harcourt, Rivers",+2348136454243,"₦70,000,000",5,5,6,,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/eneka/1589882-80-completed-5bedroom-detached-duplex-in-a-well-secured-estate
"Tastefully Built 5 Bedroom Detached Duplex, A Large Compound With Cofo",5 bedroom detached duplex for sale,Alnorac,"Close To St.john Church Egbelu Port Harcourt, Obio-Akpor, Rivers",+2348136454243,"₦80,000,000",5,5,6,,https:/for-sale/houses/detached-duplexes/rivers/obio-akpor/1589869-tastefully-built-5-bedroom-detached-duplex-a-large-compound-with-cofo
A Newly Built 2 & 3 Bedroom Semi-detached Bungalow,5 bedroom house for sale,Obum Okoli & Partners,"Odani Green City Estate, Elelenwo, Port Harcourt, Rivers",08061675102,"₦40,000,000",5,5,7,5,https:/for-sale/houses/rivers/port-harcourt/1098898-a-newly-built-2-3-bedroom-semi-detached-bungalow
Magnificient And Durably Built Four Bedroom Detached Duplex,4 bedroom detached duplex for sale,Bluehedge Realtors,"Shell Residential Area Off Aba Road, Port Harcourt, Rivers",+2348177766119,"₦60,000,000",4,4,5,6,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1484146-magnificient-and-durably-built-four-bedroom-detached-duplex
Exotic And Tastefully Finished 3 Bedroom Detached Bungalow,3 bedroom detached bungalow for sale,Bluehedge Realtors,"Conerstone Uzuoba, Off Nta Road, Port Harcourt, Rivers",+2348177766119,"₦35,000,000",3,4,4,4,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1494334-exotic-and-tastefully-finished-3-bedroom-detached-bungalow
Buy 3 Units Of Two Bedrooms Flats On 2 Plots In Rukpokwu Portharcourt,2 bedroom block of flats for sale,+2348152474019,"Off Eneka Road Area, Rukpokwu, Port Harcourt, Rivers",+2348152474019,"₦26,000,000",2,3,,,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/rukpokwu/1572721-buy-3-units-of-two-bedrooms-flats-on-2-plots-in-rukpokwu-portharcourt
Ample Terraced Duplex,8 bedroom terraced duplex for sale,08145119880,"Port Harcourt, Rivers",08145119880,"₦300,000,000",8,2,2,,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/1569752-ample-terraced-duplex
Buy 4 Blocks Of 3 Bedroom Flats,Block of flats for sale,08167810073,"Rumuodara, Port Harcourt, Rivers",08167810073,"₦30,000,000",,,,,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/rumuodara/1568268-buy-4-blocks-of-3-bedroom-flats
Luxury 4 Bedroom Detached Duplex,4 bedroom house for sale,Mentom Global Services Limited,"Off Peter Odili, Port Harcourt, Rivers",07034438300,"₦155,000,000",4,4,5,4,https:/for-sale/houses/rivers/port-harcourt/1564100-luxury-4-bedroom-detached-duplex
Exquisitely Finished 4 Bedroom Detached Duplex,4 bedroom detached bungalow for sale,Bluehedge Realtors,"Rumukurusi/ Off Aba Road, Port Harcourt, Rivers",+2348177766119,"₦40,000,000",4,4,5,3,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1558375-exquisitely-finished-4-bedroom-detached-duplex
4 Bedroom Duplex,4 bedroom detached duplex for sale,Ph Houses,"Eneka, Port Harcourt, Rivers",08034712613,"₦75,000,000",4,5,5,465,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1559314-4-bedroom-duplex
A Four (4) Bedroom Detached Bungalow With Two Lock-up Shops,4 bedroom detached bungalow for sale,Obum Okoli & Partners,"Off Obirikwerre - Airport Link Road Near Sars Road Junction, Port Harcourt, Rivers",08061675102,"₦12,000,000",4,4,5,5,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1556775-a-four-4-bedroom-detached-bungalow-with-two-lock-up-shops
Durably Built 6 Bedroom Detached Duplex,6 bedroom detached duplex for sale,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",+2348177766119,"₦40,000,000",6,6,7,930,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/rukpokwu/1484740-durably-built-6-bedroom-detached-duplex
"Brand New, Exotic And Tastefully Finished 5 Bedroom Detached Bungalow",5 bedroom detached bungalow for sale,Bluehedge Realtors,"Rukpokwu, Port Harcourt, Rivers",+2348177766119,"₦35,000,000",5,5,6,4,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/1489414-brand-new-exotic-and-tastefully-finished-5-bedroom-detached-bungalow
Standard 4 Units Of 2 Bedrooms Flats,2 bedroom block of flats for sale,Alnorac,"Rumunduru, Port Harcourt, Rivers",+2348136454243,"₦55,000,000",2,2,3,,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/1524813-standard-4-units-of-2-bedrooms-flats
Four (4) Bedroom Semi-detached Duplex,4 bedroom semi-detached duplex for sale,Obum Okoli & Partners,"At Ivory Height Garden Estate, Port Harcourt, Rivers",08061675102,"₦100,000,000",4,4,5,5,https:/for-sale/houses/semi-detached-duplexes/rivers/port-harcourt/1547547-four-4-bedroom-semi-detached-duplex
Brand New & Luxuriously Finished 4 Bedrooms Semi Detached Duplex,4 bedroom semi-detached duplex for sale,Life Hedge Resources,"Off Peter Odili Road, Trans Amadi, Port Harcourt, Rivers",08057258957,"₦55,000,000",4,4,5,3,https:/for-sale/houses/semi-detached-duplexes/rivers/port-harcourt/trans-amadi/1543469-brand-new-luxuriously-finished-4-bedrooms-semi-detached-duplex
6 Bedroom Fully Detached Duplex,6 bedroom detached duplex for sale,Loyalty Homes Limited,"Rupokwu, Obio-Akpor, Rivers",08169222741,"₦250,000,000",6,6,6,,https:/for-sale/houses/detached-duplexes/rivers/obio-akpor/1542790-6-bedroom-fully-detached-duplex
Luxurious & Tastefully Finished 27 Units Of 5 Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Transamadi / Off Peter Odili Road, Port Harcourt, Rivers",+2348177766119,"₦5,000,000,000",5,5,6,70,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1542460-luxurious-tastefully-finished-27-units-of-5-bedroom-detached-duplex
Newly Built 3 Nos Of 4 Bedrooms Terraced Duplex,4 bedroom terraced duplex for sale,Mentom Global Services Limited,"Off Peter Odili Road, Port Harcourt, Rivers",07034438300,"₦75,000,000",4,4,5,3,https:/for-sale/houses/terraced-duplexes/rivers/port-harcourt/1542262-newly-built-3-nos-of-4-bedrooms-terraced-duplex
3 Bedrooms Bungalow Built On A 2 Plots Of Land,3 bedroom detached bungalow for sale,08161209752,"Eagle Cement Road, Iwofe, Rumolumeni, Port Harcourt, Rivers",08161209752,"₦28,500,000",3,3,4,900,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/rumolumeni/1537127-3-bedrooms-bungalow-built-on-a-2-plots-of-land
Luxurious 5 Bedrooms Duplex,5 bedroom detached duplex for sale,Eduphil Properties,"Pearl's Gardens Estate, Shell Cooperative, Off G U Akeh Road, Eneka, Port Harcourt, Rivers",08075306696,"₦110,000,000",5,5,6,4,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/eneka/1536286-luxurious-5-bedrooms-duplex
Property,3 bedroom block of flats for sale,Ugboma Properties,"Shell Location, Mgbuoba, Port Harcourt, Rivers",08033924157,"₦80,000,000",3,3,3,3,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/1535400-property
A Block Of 6 Units Of 3 Bedroom Flats With Extra Land -(80% Completed),Block of flats for sale,Onyeka Chinemere & Associates,"Road 1 (old Road), Off Old Refinery Road (victory Estate), Elelenwo, Port Harcourt, Rivers",08039301198,"₦85,000,000",930,260,,,https:/for-sale/houses/block-of-flats/rivers/port-harcourt/elelenwo/1423240-a-block-of-6-units-of-3-bedroom-flats-with-extra-land-80-completed
Excellent 5 Bedrooms Duplex & 2 Unit 2 Bedroom Flats,7 bedroom detached duplex for sale,Success Property Managers,"Omagwa, Airport Road, Port Harcourt, Rivers",08030971843,"₦90,000,000",7,7,7,493,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1527163-excellent-5-bedrooms-duplex-2-unit-2-bedroom-flats
Luxurious And Tastefully Finished Five (5) Bedroom Detached Duplex,5 bedroom detached duplex for sale,Bluehedge Realtors,"Ada George, Port Harcourt., Obio-Akpor, Rivers",+2348177766119,"₦70,000,000",5,5,5,5,https:/for-sale/houses/detached-duplexes/rivers/obio-akpor/1451256-luxurious-and-tastefully-finished-five-5-bedroom-detached-duplex
A Detached 4 Bedroom House With A Room Bq,4 bedroom detached duplex for sale,Mentom Global Services Limited,"Golf Estate Off Peter Odili Road, Port Harcourt, Rivers",07034438300,"₦130,000,000",4,4,5,3,https:/for-sale/houses/detached-duplexes/rivers/port-harcourt/1515896-a-detached-4-bedroom-house-with-a-room-bq
3 Bedroom Bungalow,3 bedroom detached bungalow for sale,Loveproperties,"22 Pipeline Road, Ozuoba, Port Harcourt, Rivers",08141255458,"₦6,000,000",3,3,3,2,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/ozuoba/1513684-3-bedroom-bungalow
Beautiful 4 Bedroom Bungalow With C Of O,4 bedroom detached bungalow for sale,Alnorac,"Ozuoba, Port Harcourt, Rivers",+2348136454243,"₦25,000,000",4,42,5,,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/ozuoba/1494118-beautiful-4-bedroom-bungalow-with-c-of-o
A Virgin Luxury Newly Built 6 Bedroom & 2 Bedroom Duplex As Bq,6 bedroom detached bungalow for sale,Alnorac,"Rumuodara, Port Harcourt, Rivers",+2348136454243,"₦80,000,000",6,6,7,,https:/for-sale/houses/detached-bungalows/rivers/port-harcourt/rumuodara/1488459-a-virgin-luxury-newly-built-6-bedroom-2-bedroom-duplex-as-bq
